filename,age,gender,pitch,intensity,spectral_centroid,spectral_bandwidth,zero_crossing_rate,mean_mfccs,std_mfccs,age_integer
cv-valid-test/sample-000036.mp3,twenties,female,1621.3524169921875,0.004819243680685759,3186.4625894683127,2470.0918155004438,0.12791027570718655,"[-652.7442626953125, 107.0914535522461, -15.419921875, 12.498612403869629, 21.674406051635742, -5.667832374572754, 1.5416206121444702, -2.734516143798828, -13.01758861541748, -5.465826511383057, -5.02390193939209, -6.287903785705566, -6.3351945877075195]","[115.96219635009766, 85.04438781738281, 35.70937728881836, 30.90860366821289, 27.747468948364258, 16.291574478149414, 25.86854362487793, 11.392627716064453, 18.247343063354492, 16.66585922241211, 12.05624008178711, 10.589345932006836, 11.32652759552002]",25
cv-valid-test/sample-000042.mp3,twenties,male,1869.58935546875,0.015303796157240868,3131.66731462986,2467.748454312001,0.12802395028957528,"[-514.5635986328125, 114.47555541992188, -6.854789733886719, 6.958749771118164, 22.685791015625, 1.6954001188278198, -4.22523832321167, -2.8720672130584717, 2.6846537590026855, -2.090493679046631, -12.226677894592285, -0.6219749450683594, 2.2844133377075195]","[133.46238708496094, 92.81661224365234, 37.38571548461914, 17.033205032348633, 24.897306442260742, 19.506622314453125, 20.062381744384766, 12.38779067993164, 12.066608428955078, 9.091854095458984, 15.398664474487305, 9.720154762268066, 9.215888023376465]",25
cv-valid-test/sample-000051.mp3,teens,female,1739.99365234375,0.007396883796900511,2630.4149542831524,2027.0282844216902,0.08136839507728495,"[-631.0383911132812, 111.97936248779297, -14.508278846740723, -10.801575660705566, 15.327679634094238, 3.7617814540863037, -4.5047502517700195, -6.5121541023254395, -5.540584564208984, -2.4003140926361084, -3.0877251625061035, -2.7191267013549805, -4.307149887084961]","[142.7144775390625, 107.28533935546875, 38.773929595947266, 23.08953857421875, 21.604511260986328, 17.890409469604492, 13.232782363891602, 11.644099235534668, 12.940744400024414, 8.82270622253418, 9.751370429992676, 7.276967525482178, 7.4050188064575195]",16
cv-valid-test/sample-000055.mp3,twenties,male,1474.77490234375,0.04825197905302048,1317.1379251514259,1065.113742424195,0.04066336495535714,"[-465.466796875, 96.80960845947266, -10.612035751342773, 18.458280563354492, 11.104609489440918, -0.894780158996582, 8.173967361450195, -18.64009666442871, -23.411733627319336, 4.912691593170166, 3.914937973022461, -3.932830810546875, 0.5020646452903748]","[143.24180603027344, 94.42745971679688, 57.40089797973633, 33.59102249145508, 22.945453643798828, 16.39773941040039, 15.601730346679688, 20.683151245117188, 25.76103973388672, 11.443197250366211, 11.255555152893066, 9.704083442687988, 9.466358184814453]",25
cv-valid-test/sample-000062.mp3,thirties,male,1210.5787353515625,0.044327136129140854,2520.5077180253193,2969.532761243313,0.05613349119208494,"[-359.8284912109375, 139.06541442871094, 5.200839042663574, 38.07469940185547, 7.230130195617676, 32.677791595458984, 4.4228196144104, -2.5298242568969727, -9.677366256713867, 4.82959508895874, -0.47354063391685486, -2.8748764991760254, 3.5720019340515137]","[87.15573120117188, 54.60736846923828, 28.2276554107666, 21.15393829345703, 20.679622650146484, 19.87918472290039, 13.659554481506348, 14.84335994720459, 15.08794116973877, 9.027887344360352, 9.616384506225586, 8.976183891296387, 9.660463333129883]",35
cv-valid-test/sample-000065.mp3,fifties,female,1810.4395751953125,0.08952344208955765,2386.4545890950035,1985.7506905101063,0.07764306006493507,"[-396.2579040527344, 83.8432846069336, 4.135783672332764, 17.733625411987305, 7.48736047744751, -10.680229187011719, -3.8275015354156494, -14.462667465209961, -14.479269027709961, -8.316019058227539, -19.77354621887207, -8.843750953674316, 6.683115005493164]","[110.00669860839844, 85.05320739746094, 35.7191047668457, 27.24179458618164, 24.102087020874023, 18.68956756591797, 18.73553466796875, 17.32309341430664, 16.96676254272461, 14.514240264892578, 22.325096130371094, 11.145625114440918, 12.608336448669434]",55
cv-valid-test/sample-000073.mp3,thirties,male,1395.9754638671875,0.03612456098198891,1910.2352236463382,1700.015763832425,0.05755988919005102,"[-476.5856628417969, 133.30911254882812, 15.254573822021484, 13.147351264953613, 13.547588348388672, 15.648703575134277, 0.6006463170051575, -11.19253158569336, -7.6929240226745605, -9.699808120727539, -4.130724906921387, -6.358290672302246, -7.719409942626953]","[110.3886947631836, 95.62125396728516, 47.50539779663086, 42.261722564697266, 37.09462356567383, 30.601627349853516, 18.577972412109375, 17.853193283081055, 17.800024032592773, 13.719615936279297, 11.552656173706055, 12.124906539916992, 11.149373054504395]",35
cv-valid-test/sample-000074.mp3,twenties,male,1326.2569580078125,0.017057083547115326,2197.2967775741768,2460.904026532628,0.05636473514573991,"[-456.604736328125, 148.6251983642578, -5.899653434753418, 44.98305130004883, 8.853466987609863, 24.139904022216797, 5.568565845489502, -1.3907352685928345, 4.365757465362549, -17.474748611450195, -5.353084087371826, -4.351783275604248, 1.438671588897705]","[92.10376739501953, 52.79924774169922, 44.07563781738281, 36.69295883178711, 20.703838348388672, 16.64197540283203, 11.591443061828613, 13.758208274841309, 10.819602012634277, 15.496356010437012, 11.196533203125, 9.245031356811523, 8.008200645446777]",25
cv-valid-test/sample-000080.mp3,twenties,other,1209.157470703125,0.02543344721198082,2403.0431052278373,2558.9238382448193,0.05477071585213033,"[-441.6759033203125, 124.26321411132812, 16.468135833740234, 41.8671760559082, 12.121837615966797, 6.521717071533203, -0.5151170492172241, -4.7213592529296875, -1.2500519752502441, -7.87861967086792, 0.5569002628326416, -4.1954522132873535, -4.048044204711914]","[96.7505874633789, 60.22771072387695, 39.78807830810547, 30.438993453979492, 21.898590087890625, 13.973405838012695, 11.623236656188965, 12.80113697052002, 10.906715393066406, 11.295539855957031, 11.711848258972168, 7.939692497253418, 8.868765830993652]",25
cv-valid-test/sample-000081.mp3,seventies,male,1937.37841796875,0.010343266651034355,3948.246546270065,3097.340508128253,0.15928955078125,"[-580.954833984375, 74.19229888916016, 6.1288018226623535, 26.777254104614258, 14.330300331115723, 7.420702934265137, -8.910562515258789, -4.918405532836914, -3.9342429637908936, -9.005768775939941, -2.5571799278259277, -2.6987287998199463, 0.4751793444156647]","[119.23662567138672, 86.65533447265625, 52.6214599609375, 31.252281188964844, 19.484472274780273, 24.05006980895996, 19.429460525512695, 12.92011833190918, 12.658236503601074, 13.16999340057373, 11.063590049743652, 7.812678813934326, 11.373468399047852]",75
cv-valid-test/sample-000082.mp3,sixties,female,1748.40478515625,0.03010922111570835,2555.717588121537,2192.195111817162,0.0881491268382353,"[-483.8801574707031, 100.55683898925781, -12.636411666870117, 12.960256576538086, 22.421733856201172, -2.9269633293151855, -2.3530831336975098, -10.817632675170898, -17.900846481323242, -9.053274154663086, -8.043865203857422, -5.315975189208984, -0.8964070081710815]","[119.76856231689453, 82.49114227294922, 40.771697998046875, 27.36882972717285, 31.330455780029297, 13.454089164733887, 20.084074020385742, 13.354569435119629, 18.71101188659668, 12.856677055358887, 14.655890464782715, 10.582609176635742, 7.678879737854004]",65
cv-valid-test/sample-000090.mp3,thirties,male,1835.716796875,0.05081769451498985,2549.8753633696783,2175.4706121697436,0.08945866221005154,"[-439.23284912109375, 128.90769958496094, -22.983348846435547, 10.005950927734375, 22.860960006713867, 7.472977161407471, -8.773058891296387, -4.65749979019165, -6.516081809997559, -16.701786041259766, -6.8555908203125, 1.4273765087127686, -4.803887844085693]","[159.17237854003906, 100.97163391113281, 31.54147720336914, 31.290264129638672, 31.721853256225586, 18.29254150390625, 18.286977767944336, 13.370563507080078, 13.629426956176758, 17.72345733642578, 13.138396263122559, 10.265192031860352, 9.914315223693848]",35
cv-valid-test/sample-000095.mp3,thirties,male,1336.9542236328125,0.0313677117228508,1716.3743837460077,1721.8823766895696,0.047663117763722125,"[-478.3777770996094, 144.30459594726562, 17.16929817199707, 15.091510772705078, 12.12637710571289, -0.4323582947254181, 16.682588577270508, 9.524166107177734, -1.2876325845718384, 3.732027769088745, -10.281306266784668, -16.547863006591797, -4.374284267425537]","[119.8358154296875, 96.51448822021484, 38.756351470947266, 26.24786376953125, 16.689533233642578, 25.118375778198242, 19.414522171020508, 13.33161449432373, 13.590841293334961, 10.528029441833496, 12.68681526184082, 13.865761756896973, 10.2747220993042]",35
cv-valid-test/sample-000098.mp3,thirties,male,1856.486572265625,0.06131256744265556,2388.560924855974,2011.9293518424317,0.07034344740316902,"[-384.435302734375, 129.3887481689453, -21.433462142944336, 0.8196317553520203, 26.10367774963379, 8.76248550415039, -2.9286537170410156, -9.222518920898438, 1.2563179731369019, -7.790144920349121, -21.57933235168457, 0.371853768825531, -1.5859272480010986]","[135.9582977294922, 99.80039978027344, 38.24372863769531, 29.862428665161133, 26.45702362060547, 19.691831588745117, 16.41544532775879, 12.592846870422363, 9.709378242492676, 11.855198860168457, 18.27021026611328, 11.743951797485352, 10.192302703857422]",35
cv-valid-test/sample-000112.mp3,twenties,male,1619.52392578125,0.044437989592552185,2445.3935638172165,2052.849575027065,0.07503328195067265,"[-453.9538879394531, 130.3168487548828, -1.6260091066360474, 39.98331069946289, 16.244855880737305, -14.822493553161621, 15.497668266296387, -6.566065788269043, -16.86260223388672, 9.518031120300293, -2.2009775638580322, -8.527440071105957, 1.195529818534851]","[130.55381774902344, 99.26220703125, 47.250587463378906, 37.63435745239258, 26.398223876953125, 25.100671768188477, 19.5278263092041, 14.467659950256348, 14.033453941345215, 12.46673583984375, 10.99018669128418, 11.190092086791992, 10.234949111938477]",25
cv-valid-test/sample-000115.mp3,fourties,female,1330.763427734375,0.029756801202893257,3744.1328329892694,3404.7436436180774,0.09994689660138249,"[-485.4166259765625, 81.77694702148438, 1.391643762588501, 29.354734420776367, 1.3434431552886963, 13.476669311523438, -6.051529884338379, 1.9289902448654175, -9.431366920471191, -2.120365619659424, 5.654025554656982, -5.074078559875488, -0.08847861737012863]","[154.71546936035156, 79.56591796875, 35.49576950073242, 28.457365036010742, 27.308849334716797, 22.26681137084961, 18.8990535736084, 15.365097999572754, 14.687970161437988, 13.8580322265625, 10.346091270446777, 12.351704597473145, 8.609611511230469]",45
cv-valid-test/sample-000118.mp3,twenties,male,1023.751953125,0.04139360412955284,1521.8167977956919,2010.031088515704,0.032473656439012094,"[-452.0118408203125, 161.02120971679688, 23.043428421020508, 21.20957374572754, 8.02613639831543, 11.229515075683594, 1.2415351867675781, -1.6740955114364624, -2.8285434246063232, -12.69332504272461, -3.846308946609497, -6.220282077789307, -7.420860767364502]","[129.28555297851562, 79.23930358886719, 30.261611938476562, 22.052528381347656, 19.436948776245117, 13.810144424438477, 13.238724708557129, 9.611380577087402, 9.248470306396484, 10.986801147460938, 9.087647438049316, 8.796982765197754, 10.752863883972168]",25
cv-valid-test/sample-000121.mp3,fifties,male,1659.7615966796875,0.06754550337791443,2970.3319159243347,2888.2419249968107,0.07387486320525292,"[-353.362548828125, 116.81275177001953, -13.281473159790039, 50.341896057128906, 7.564828395843506, 11.78564167022705, 6.277510166168213, -9.552373886108398, -10.738807678222656, 14.596149444580078, 7.0235466957092285, 7.822951793670654, 10.10018253326416]","[142.12522888183594, 66.18737030029297, 48.66480255126953, 31.318880081176758, 22.00328254699707, 22.582229614257812, 25.893529891967773, 16.70352554321289, 17.811439514160156, 13.234787940979004, 12.695838928222656, 9.976082801818848, 9.942313194274902]",55
cv-valid-test/sample-000132.mp3,thirties,male,1201.9176025390625,0.021294765174388885,2111.276471530102,2394.781413070063,0.05333047469860406,"[-498.55279541015625, 121.0940933227539, 18.124191284179688, 23.96040153503418, 2.0381901264190674, 18.784685134887695, 8.228318214416504, 9.137918472290039, 15.665445327758789, -1.9175071716308594, 0.9969928860664368, 0.24658583104610443, -3.51165771484375]","[97.19168853759766, 67.94580078125, 34.1927490234375, 33.21977996826172, 26.601362228393555, 20.960439682006836, 14.23218822479248, 11.750185012817383, 15.808581352233887, 12.757739067077637, 9.797886848449707, 8.855716705322266, 9.631068229675293]",35
cv-valid-test/sample-000136.mp3,twenties,male,1151.7342529296875,0.03530516102910042,2622.546630300162,3204.192147211081,0.0547847510373444,"[-384.2511901855469, 131.59722900390625, 6.985812664031982, 38.89995193481445, -0.25323423743247986, 22.46873664855957, -3.081967353820801, 1.8132426738739014, -6.977420330047607, -3.826608419418335, -3.638761520385742, -2.427436351776123, -6.422307968139648]","[63.19929885864258, 43.85857009887695, 21.47622299194336, 28.03780174255371, 18.774524688720703, 13.18309497833252, 12.017593383789062, 13.333061218261719, 9.974337577819824, 11.360188484191895, 8.35000228881836, 7.750072002410889, 8.657054901123047]",25
cv-valid-test/sample-000137.mp3,fifties,female,1858.4493408203125,0.021402763202786446,2616.156013934105,1764.363442110169,0.09409087558962265,"[-443.684814453125, 66.7013168334961, -20.45442771911621, 3.766225576400757, 3.1803059577941895, -12.661744117736816, 0.3898898661136627, -11.203740119934082, -19.9139404296875, -6.8089728355407715, -8.646835327148438, -5.822452068328857, 4.852342128753662]","[87.0728530883789, 49.390010833740234, 38.06892395019531, 27.19272232055664, 22.87641716003418, 24.055259704589844, 19.10060691833496, 19.744112014770508, 24.80631446838379, 13.467886924743652, 7.7950639724731445, 10.83719539642334, 9.747114181518555]",55
cv-valid-test/sample-000138.mp3,thirties,male,1989.207275390625,0.039244964718818665,3178.973248482993,2930.3891733037062,0.0956887637867647,"[-405.1334533691406, 110.84938049316406, -21.591102600097656, 30.184049606323242, 25.48406982421875, 8.89741325378418, -15.051247596740723, 5.698029518127441, 2.7819619178771973, -8.361035346984863, -6.997504234313965, -5.301829814910889, 1.2415435314178467]","[99.20292663574219, 62.65706253051758, 38.05580139160156, 29.367938995361328, 24.02593231201172, 21.23442268371582, 18.661367416381836, 12.663688659667969, 13.27334213256836, 13.355700492858887, 11.206027030944824, 10.904516220092773, 10.553121566772461]",35
cv-valid-test/sample-000139.mp3,fifties,male,1862.1732177734375,0.05005105584859848,3029.593791383082,2504.951440072914,0.10383548838569519,"[-404.8409423828125, 114.5133285522461, -22.172101974487305, 12.125487327575684, -3.8020782470703125, 6.6052374839782715, 13.100656509399414, -8.193984985351562, -2.638901472091675, 2.0532634258270264, -1.9993913173675537, -2.0978643894195557, 1.3772103786468506]","[131.1808624267578, 78.04829406738281, 30.033977508544922, 22.259233474731445, 21.11274528503418, 16.04799461364746, 13.778252601623535, 10.912595748901367, 9.984378814697266, 11.533045768737793, 9.708547592163086, 11.473432540893555, 8.711029052734375]",55
cv-valid-test/sample-000145.mp3,fourties,male,1748.5196533203125,0.04696877673268318,3849.159265192496,3383.4783573344534,0.12169808015695067,"[-331.0820617675781, 111.9332046508789, -12.195266723632812, 47.210811614990234, -14.797331809997559, 20.330459594726562, -12.501917839050293, 4.0395402908325195, 0.19754867255687714, -12.267477035522461, 0.15081705152988434, -9.689087867736816, 4.802465915679932]","[82.53121185302734, 58.85408401489258, 21.69969940185547, 31.891374588012695, 25.64944839477539, 11.31344985961914, 11.61899185180664, 8.461019515991211, 9.305742263793945, 9.674270629882812, 9.459593772888184, 9.271303176879883, 8.987430572509766]",45
cv-valid-test/sample-000168.mp3,fifties,male,1793.1119384765625,0.009096396155655384,3193.404516227993,2930.5868103999237,0.10219098772321429,"[-560.5235595703125, 101.72234344482422, 6.472127437591553, 43.86698532104492, 13.07585620880127, 2.819507598876953, -1.6176109313964844, 7.1947197914123535, -0.310298889875412, -8.365578651428223, 10.511777877807617, -4.58303689956665, -5.7023820877075195]","[59.73165512084961, 49.13942337036133, 28.8637752532959, 20.51306915283203, 16.65180778503418, 17.191837310791016, 14.72215747833252, 13.391602516174316, 10.757109642028809, 10.74489688873291, 12.101280212402344, 7.623936176300049, 8.632692337036133]",55
cv-valid-test/sample-000169.mp3,fourties,female,1826.6441650390625,0.02468886598944664,2725.0478952870208,2413.103669766804,0.09507717046522557,"[-493.8941955566406, 129.88177490234375, -23.12652015686035, 11.407073974609375, 32.13053512573242, 6.802578449249268, -12.267945289611816, -1.904451847076416, -17.588205337524414, -10.300909996032715, -0.14519494771957397, -12.217531204223633, -6.768939018249512]","[137.2753143310547, 90.53878021240234, 40.18025588989258, 32.127044677734375, 29.164390563964844, 18.7398738861084, 19.094987869262695, 13.024956703186035, 17.802928924560547, 12.055351257324219, 10.06993293762207, 15.168190956115723, 8.501628875732422]",45
cv-valid-test/sample-000188.mp3,fourties,male,1553.0035400390625,0.12914985418319702,4014.135778907668,3830.303990209259,0.11601206798427152,"[-303.440673828125, 101.91938018798828, 7.223820209503174, 30.912635803222656, 9.811724662780762, 48.526123046875, -12.576695442199707, 2.898350477218628, 7.572784423828125, 7.467264175415039, 8.686158180236816, -6.555992126464844, 1.384964108467102]","[129.44113159179688, 61.574947357177734, 30.40923309326172, 31.66373062133789, 26.701412200927734, 24.437026977539062, 17.98895263671875, 15.20553970336914, 12.206019401550293, 9.035225868225098, 10.463549613952637, 8.224226951599121, 11.626422882080078]",45
cv-valid-test/sample-000191.mp3,teens,male,1309.1722412109375,0.02835983596742153,1909.7458919452845,1895.9917487161833,0.04966714348591549,"[-468.9768371582031, 147.11851501464844, -1.5825680494308472, 34.2330322265625, 40.878170013427734, 8.225871086120605, 0.33949053287506104, 4.566298007965088, -1.1799819469451904, -6.076300144195557, 5.183082103729248, 0.673530101776123, -4.333266735076904]","[110.58999633789062, 86.13732147216797, 36.44010925292969, 34.116241455078125, 34.48641586303711, 15.452521324157715, 15.928017616271973, 12.6356840133667, 11.481282234191895, 12.858601570129395, 10.6634521484375, 9.052287101745605, 11.955780982971191]",16
cv-valid-test/sample-000199.mp3,twenties,female,1779.5615234375,0.008355168625712395,3854.928758647895,2995.563443306015,0.1530302807800752,"[-581.3997192382812, 82.58609008789062, 0.5576717853546143, 20.212190628051758, -4.185567855834961, 8.062795639038086, -2.8108937740325928, -8.578063011169434, 6.700108051300049, -4.837979316711426, -1.5418452024459839, -6.207359790802002, -8.553118705749512]","[119.74324798583984, 83.18434143066406, 30.66359519958496, 35.514949798583984, 30.836307525634766, 19.005748748779297, 20.082578659057617, 17.631568908691406, 13.785599708557129, 15.299332618713379, 10.429329872131348, 10.976893424987793, 11.152235984802246]",25
cv-valid-test/sample-000214.mp3,twenties,male,1393.8743896484375,0.1397901028394699,2748.5915625695084,2644.3736721237265,0.07548595610119048,"[-281.3399658203125, 114.06632232666016, -10.359414100646973, 36.29429626464844, 5.793948173522949, 20.86433982849121, 3.2567074298858643, 2.055621862411499, 3.554955005645752, -3.101314067840576, -0.6343099474906921, -5.502745151519775, 5.004232406616211]","[153.120361328125, 83.37994384765625, 37.780738830566406, 30.69797706604004, 25.454235076904297, 18.686084747314453, 14.897960662841797, 15.043095588684082, 10.411745071411133, 11.5399169921875, 11.24708366394043, 11.804048538208008, 10.355720520019531]",25
cv-valid-test/sample-000222.mp3,twenties,female,1383.09814453125,0.0021035876125097275,2698.1569336173598,3164.980160219196,0.061529495580024816,"[-659.2984008789062, 133.64698791503906, -0.30263200402259827, 38.91392517089844, -8.526739120483398, 17.957395553588867, -0.5409778952598572, 6.9218220710754395, 3.891294002532959, -1.8066608905792236, 3.42253041267395, -2.6994669437408447, 4.023983478546143]","[80.63764953613281, 47.03385543823242, 31.00974464416504, 27.511457443237305, 23.33066177368164, 16.480579376220703, 13.023005485534668, 15.393630981445312, 11.554853439331055, 12.292702674865723, 11.649535179138184, 8.96983814239502, 9.650349617004395]",25
cv-valid-test/sample-000227.mp3,fourties,female,1410.793701171875,0.05746189504861832,3054.9141924707233,2897.6315575978206,0.08534887022243108,"[-372.3463439941406, 121.08715057373047, 1.202311396598816, 29.80727767944336, -6.153851509094238, 21.86223793029785, -8.775758743286133, -3.9371933937072754, -5.871778964996338, -19.05794906616211, 10.51348876953125, -0.6203086972236633, -16.476089477539062]","[100.33724975585938, 66.8747787475586, 28.593183517456055, 34.84189987182617, 24.943296432495117, 20.80021095275879, 17.64768409729004, 15.740937232971191, 12.09711742401123, 19.727590560913086, 13.089543342590332, 8.981876373291016, 13.350628852844238]",45
cv-valid-test/sample-000241.mp3,thirties,male,1651.34814453125,0.04339782893657684,3142.6915456772413,3131.7424227801766,0.07261029411764706,"[-359.34881591796875, 120.95932006835938, -14.57957935333252, 35.33097839355469, 9.26982307434082, 20.49496841430664, -10.282501220703125, -0.993327796459198, 7.477304935455322, -14.396180152893066, -0.14946240186691284, 6.273770809173584, 3.1946942806243896]","[107.26190948486328, 52.34612274169922, 39.77063751220703, 22.085378646850586, 20.610553741455078, 19.200122833251953, 19.437917709350586, 11.512332916259766, 9.176414489746094, 17.14879608154297, 8.763457298278809, 11.233290672302246, 6.6319122314453125]",35
cv-valid-test/sample-000244.mp3,sixties,male,1732.087890625,0.02563394233584404,2778.185063209663,2421.078273696266,0.0873651567673841,"[-465.242431640625, 110.5460205078125, 2.6363320350646973, 13.689529418945312, 11.066556930541992, -4.829837799072266, -6.183384895324707, -7.044910430908203, -8.312435150146484, -7.397274971008301, -0.12028796225786209, 1.3052796125411987, -5.422178745269775]","[104.9820327758789, 82.2193374633789, 29.51410484313965, 36.88417053222656, 21.3901309967041, 22.665237426757812, 21.174179077148438, 12.131834983825684, 11.278438568115234, 12.774663925170898, 10.112794876098633, 9.449131965637207, 8.740623474121094]",65
